input,output,type
NUM:20645456;OP:ANDNOT,ERROR,ERROR_NUM_ANDNOT
NUM:161560445;OP:ANDNOT,ERROR,ERROR_NUM_ANDNOT
NUM:368485819;OP:ANDNOT,ERROR,ERROR_NUM_ANDNOT
NUM:803619417;OP:ANDNOT,ERROR,ERROR_NUM_ANDNOT
NUM:213463567;OP:ANDNOT,ERROR,ERROR_NUM_ANDNOT
NUM:98190357;OP:ANDNOT,ERROR,ERROR_NUM_ANDNOT
NUM:837549070;OP:ANDNOT,ERROR,ERROR_NUM_ANDNOT
NUM:712921661;OP:ANDNOT,ERROR,ERROR_NUM_ANDNOT
NUM:56428956;OP:ANDNOT,ERROR,ERROR_NUM_ANDNOT
NUM:965750791;OP:ANDNOT,ERROR,ERROR_NUM_ANDNOT
NUM:599980186;OP:ANDNOT,ERROR,ERROR_NUM_ANDNOT
NUM:971507581;OP:ANDNOT,ERROR,ERROR_NUM_ANDNOT
NUM:278648450;OP:ANDNOT,ERROR,ERROR_NUM_ANDNOT
NUM:395511834;OP:ANDNOT,ERROR,ERROR_NUM_ANDNOT
NUM:907199206;OP:ANDNOT,ERROR,ERROR_NUM_ANDNOT
NUM:102930790;OP:ANDNOT,ERROR,ERROR_NUM_ANDNOT
NUM:351228943;OP:ANDNOT,ERROR,ERROR_NUM_ANDNOT
NUM:838869413;OP:OR,ERROR,ERROR_NUM_OR
NUM:763436595;OP:OR,ERROR,ERROR_NUM_OR
NUM:742395657;OP:OR,ERROR,ERROR_NUM_OR
NUM:766788490;OP:OR,ERROR,ERROR_NUM_OR
NUM:513692856;OP:OR,ERROR,ERROR_NUM_OR
NUM:902200710;OP:OR,ERROR,ERROR_NUM_OR
NUM:154104086;OP:OR,ERROR,ERROR_NUM_OR
NUM:16491682;OP:OR,ERROR,ERROR_NUM_OR
NUM:194627222;OP:OR,ERROR,ERROR_NUM_OR
NUM:970236545;OP:OR,ERROR,ERROR_NUM_OR
NUM:840480573;OP:OR,ERROR,ERROR_NUM_OR
NUM:824305660;OP:OR,ERROR,ERROR_NUM_OR
NUM:51587815;OP:OR,ERROR,ERROR_NUM_OR
NUM:34551666;OP:OR,ERROR,ERROR_NUM_OR
NUM:689103159;OP:OR,ERROR,ERROR_NUM_OR
NUM:524520711;OP:OR,ERROR,ERROR_NUM_OR
NUM:232786054;OP:OR,ERROR,ERROR_NUM_OR
NUM:454215472;OP:OR,ERROR,ERROR_NUM_OR
NUM:640996803;OP:OR,ERROR,ERROR_NUM_OR
NUM:477848350;OP:OR,ERROR,ERROR_NUM_OR
NUM:919213442;OP:AND,ERROR,ERROR_NUM_AND
NUM:422100401;OP:AND,ERROR,ERROR_NUM_AND
NUM:838713979;OP:AND,ERROR,ERROR_NUM_AND
NUM:43185054;OP:AND,ERROR,ERROR_NUM_AND
NUM:53067127;OP:AND,ERROR,ERROR_NUM_AND
NUM:103696411;OP:AND,ERROR,ERROR_NUM_AND
NUM:359901821;OP:AND,ERROR,ERROR_NUM_AND
NUM:544860529;OP:AND,ERROR,ERROR_NUM_AND
NUM:919692201;OP:AND,ERROR,ERROR_NUM_AND
NUM:285095051;OP:AND,ERROR,ERROR_NUM_AND
NUM:77775096;OP:AND,ERROR,ERROR_NUM_AND
NUM:424804571;OP:AND,ERROR,ERROR_NUM_AND
NUM:43552017;OP:AND,ERROR,ERROR_NUM_AND
NUM:227883302;OP:AND,ERROR,ERROR_NUM_AND
NUM:287136592;OP:AND,ERROR,ERROR_NUM_AND
NUM:196657869;OP:AND,ERROR,ERROR_NUM_AND
NUM:516601094;OP:AND,ERROR,ERROR_NUM_AND
NUM:82496338;OP:AND,ERROR,ERROR_NUM_AND
NUM:52127924;OP:AND,ERROR,ERROR_NUM_AND
NUM:38143050;OP:AND,ERROR,ERROR_NUM_AND
NUM:678143756;OP:ORNOT,ERROR,ERROR_NUM_ORNOT
NUM:48643203;OP:ORNOT,ERROR,ERROR_NUM_ORNOT
NUM:121469943;OP:ORNOT,ERROR,ERROR_NUM_ORNOT
NUM:631059994;OP:ORNOT,ERROR,ERROR_NUM_ORNOT
NUM:368590313;OP:ORNOT,ERROR,ERROR_NUM_ORNOT
NUM:588255413;OP:ORNOT,ERROR,ERROR_NUM_ORNOT
NUM:261562063;OP:ORNOT,ERROR,ERROR_NUM_ORNOT
NUM:69487416;OP:ORNOT,ERROR,ERROR_NUM_ORNOT
NUM:828267904;OP:ORNOT,ERROR,ERROR_NUM_ORNOT
NUM:179688165;OP:ORNOT,ERROR,ERROR_NUM_ORNOT
NUM:852200207;OP:ORNOT,ERROR,ERROR_NUM_ORNOT
NUM:781022475;OP:ORNOT,ERROR,ERROR_NUM_ORNOT
NUM:796498483;OP:ORNOT,ERROR,ERROR_NUM_ORNOT
NUM:76533669;OP:ORNOT,ERROR,ERROR_NUM_ORNOT
NUM:415870934;OP:ORNOT,ERROR,ERROR_NUM_ORNOT
NUM:892852944;OP:ORNOT,ERROR,ERROR_NUM_ORNOT
NUM:294530898;OP:ORNOT,ERROR,ERROR_NUM_ORNOT
NUM:394888730;OP:ORNOT,ERROR,ERROR_NUM_ORNOT
NUM:603102747;OP:ORNOT,ERROR,ERROR_NUM_ORNOT
NUM:555711604;OP:ORNOT,ERROR,ERROR_NUM_ORNOT
NUM:236999339;OP:EQU,ERROR,ERROR_NUM_EQU
NUM:207880050;OP:EQU,ERROR,ERROR_NUM_EQU
NUM:468979676;OP:EQU,ERROR,ERROR_NUM_EQU
NUM:300821133;OP:EQU,ERROR,ERROR_NUM_EQU
NUM:723190366;OP:EQU,ERROR,ERROR_NUM_EQU
NUM:994814496;OP:EQU,ERROR,ERROR_NUM_EQU
NUM:922607555;OP:EQU,ERROR,ERROR_NUM_EQU
NUM:931639754;OP:EQU,ERROR,ERROR_NUM_EQU
NUM:880078013;OP:EQU,ERROR,ERROR_NUM_EQU
NUM:344366199;OP:EQU,ERROR,ERROR_NUM_EQU
NUM:643764353;OP:EQU,ERROR,ERROR_NUM_EQU
NUM:503203418;OP:EQU,ERROR,ERROR_NUM_EQU
NUM:758608816;OP:EQU,ERROR,ERROR_NUM_EQU
NUM:8578103;OP:EQU,ERROR,ERROR_NUM_EQU
NUM:681833344;OP:EQU,ERROR,ERROR_NUM_EQU
NUM:285417718;OP:EQU,ERROR,ERROR_NUM_EQU
NUM:733592768;OP:EQU,ERROR,ERROR_NUM_EQU
NUM:593030443;OP:EQU,ERROR,ERROR_NUM_EQU
NUM:313850440;OP:EQU,ERROR,ERROR_NUM_EQU
NUM:610532857;OP:EQU,ERROR,ERROR_NUM_EQU
NUM:766810670;OP:NAND,ERROR,ERROR_NUM_NAND
NUM:845699541;OP:NAND,ERROR,ERROR_NUM_NAND
NUM:835435059;OP:NAND,ERROR,ERROR_NUM_NAND
NUM:591164456;OP:NAND,ERROR,ERROR_NUM_NAND
NUM:803125128;OP:NAND,ERROR,ERROR_NUM_NAND
NUM:230899166;OP:NAND,ERROR,ERROR_NUM_NAND
NUM:380840813;OP:NAND,ERROR,ERROR_NUM_NAND
NUM:551620850;OP:NAND,ERROR,ERROR_NUM_NAND
NUM:386421299;OP:NAND,ERROR,ERROR_NUM_NAND
NUM:596534916;OP:NAND,ERROR,ERROR_NUM_NAND
NUM:490560553;OP:NAND,ERROR,ERROR_NUM_NAND
NUM:688338772;OP:NAND,ERROR,ERROR_NUM_NAND
NUM:649563735;OP:NAND,ERROR,ERROR_NUM_NAND
NUM:573902107;OP:NAND,ERROR,ERROR_NUM_NAND
NUM:605731737;OP:NAND,ERROR,ERROR_NUM_NAND
NUM:646157188;OP:NAND,ERROR,ERROR_NUM_NAND
NUM:302263215;OP:NAND,ERROR,ERROR_NUM_NAND
NUM:756141253;OP:NAND,ERROR,ERROR_NUM_NAND
NUM:898285301;OP:NAND,ERROR,ERROR_NUM_NAND
NUM:718783738;OP:NAND,ERROR,ERROR_NUM_NAND
NUM:533663689;NUM:720324673;NUM:700550868,ERROR,ERROR_ALL_NUM
NUM:312092532;NUM:531033812;NUM:314560343,ERROR,ERROR_ALL_NUM
NUM:361754821;NUM:812096081;NUM:346316193,ERROR,ERROR_ALL_NUM
NUM:816758002;NUM:899870659;NUM:241166498,ERROR,ERROR_ALL_NUM
NUM:444297814;NUM:963407653;NUM:149836371,ERROR,ERROR_ALL_NUM
NUM:647316417;NUM:558625448;NUM:172815726,ERROR,ERROR_ALL_NUM
NUM:367372484;NUM:331157886;NUM:790340887,ERROR,ERROR_ALL_NUM
NUM:698655859;NUM:632859250;NUM:550523253,ERROR,ERROR_ALL_NUM
NUM:211323888;NUM:924061813;NUM:482890126,ERROR,ERROR_ALL_NUM
NUM:231584680;NUM:894658318;NUM:945239530,ERROR,ERROR_ALL_NUM
NUM:309723846;NUM:122641138;NUM:619234096,ERROR,ERROR_ALL_NUM
NUM:681702194;NUM:858894976;NUM:723335109,ERROR,ERROR_ALL_NUM
NUM:459904316;NUM:323157429;NUM:205662029,ERROR,ERROR_ALL_NUM
NUM:806803742;NUM:79421763;NUM:317537640,ERROR,ERROR_ALL_NUM
NUM:454931572;NUM:388606209;NUM:524487265,ERROR,ERROR_ALL_NUM
NUM:277309081;NUM:145343973;NUM:567588023,ERROR,ERROR_ALL_NUM
NUM:120422796;NUM:545287454;NUM:747990339,ERROR,ERROR_ALL_NUM
NUM:634271883;NUM:928895869;NUM:584318621,ERROR,ERROR_ALL_NUM
NUM:75463262;NUM:827605225;NUM:479433949,ERROR,ERROR_ALL_NUM
NUM:416421339;NUM:898228956;NUM:981100358,ERROR,ERROR_ALL_NUM
